Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30
1.052513787463061,1.1403949087898302,-0.44540061029540834,-1.2301603404968655,-0.2861620173821411,1.6294235313624172,0.08267739011214481,0.8473376206877068,0.8919425753321717,0.47953555370248463,-0.8122962356864755,1.9511635395748768,-0.36275351576232023,-0.3083268819312599,-1.134514983112253,-0.4426002042574876,-0.6914625431960318,-0.8120842613674887,-0.4128736744276631,-1.4140316333114684,0.9130515819205333,0.9652549425850441,0.5444592107886285,-0.7852334010913984,-1.874029068863687,-0.5240569095786644,-1.6214955036048033,-0.9799505018571183,-0.13347346804050106,0.31995373735641386
1.6001284023646047,1.0463391070179116,-0.84651928453455,-1.0797959850252403,-1.3617697046779231,3.7639481660093486,-0.15169553632688543,0.3403442598989672,-0.1587561541887802,1.1198885042510707,0.12016829003153795,0.9806624859972213,-0.6494164375188207,-1.3089734065656558,-3.0754229358125738,-1.655535266018829,-1.3857315306829792,-0.010700122151252711,2.619332963769704,-2.68755872891758,0.3451830034074151,1.1606223296041343,2.4428311350730576,0.469925981109455,-5.614941203595966,0.4836124535823767,-2.030084320004328,-1.7563663409842747,-0.7613186222357258,0.29278556778537235
1.26956683611152,0.7489253956974286,-0.9023979748932132,-1.6894512065489857,0.4370027906747491,2.42484643514637,-0.5210079580358558,0.456499717171925,0.49715508023722477,0.22814292147960724,-0.9952024875096965,0.8251711189639434,0.17187997226596874,-1.1746995661656605,-2.1313715532142044,-2.122125233277266,-1.8432740415061786,0.33903137704048963,1.3075590303768978,-2.0290998233948225,0.26739052803968666,0.4944849212805407,2.031806367685833,-0.17453453004711927,-4.897359201195507,-0.9553151271656826,-2.667908695665097,-1.1120459069130364,-1.0779622408653209,-0.1748336042901818
-1.046568252627497,0.7278524144833036,0.3801178196699485,-0.2661695634909273,-0.3628453780503964,0.5531950528567116,-0.16612940382697045,-0.2910936946278069,-0.24114664641752764,-0.22435929061299964,-0.5836089323570157,0.4853876863337009,-1.09641445989763,-0.1389723773635537,-0.31544074713501163,-1.0446368760894291,0.11042557596806528,-1.1084936793051825,-0.26983922895216833,-0.6285895931454286,-0.19045168743582291,-0.266873829254706,0.6201243523723929,-0.04510827403484676,-0.5059538381700824,-0.036602337212786364,-0.03353180790753006,-0.5325565024269086,0.21293581498204556,0.09269017582127134
-2.3099735786034272,-1.7975638068251873,0.9937059038256454,2.749383072869214,-0.16213891726757676,-5.420653387423891,1.42055829765738,-1.7724934766936689,-1.110498698104551,-0.4432790307608734,-0.07757826557637165,-2.400054150560794,2.0526660760208193,2.6425831940136937,5.262771319028985,3.4809868184117585,2.870036055184837,0.8004646939971092,-2.1937466958861984,4.026152240155097,-0.6778350364788025,-1.3840325699662734,-3.6757924040073062,-0.47935484241624676,9.139228083103795,0.3930309268071745,3.0745223643406687,2.212973625364886,0.8670570191100136,-0.565047245563437
-1.1655591278352908,-0.49500033167520496,1.0691156784272806,-0.2125191143314517,-0.3782872801594592,-0.2985510156774497,0.11216273068932014,-1.228199688302081,-0.24131464477078654,-0.26852097162180893,0.12551400301171267,-0.8239102556284575,-0.6529746401667212,-1.2463544965333966,0.519676196013347,0.7829574161637537,-0.16721330464505507,-0.09670225462051606,0.9571828562371558,0.7480038802172942,-0.6340434783251233,-1.024246549459076,-0.3032312281410208,0.8531275350331065,2.134566168246236,0.5916307055254442,0.8806580361693179,-0.24991304597626643,0.7989004868184088,1.072584690264851
2.1599278422171038,3.533115302256364,-1.0009385569648415,-1.43756584651746,0.9763579744162956,0.8035518069524319,-1.1159582958954273,0.2805765768377596,0.7310699995965946,0.540283520140271,-1.064514043323773,0.9944753869056818,0.30791663433269656,-1.2774201265963496,-2.1299857221960896,-1.4684591540665202,-1.9155091902578363,-0.42476610640695867,0.1644657004140797,-1.7194671770507721,0.7514625887511996,-0.09763222357033041,0.9516326255046856,-1.8396871229200074,-3.6548599662262844,-1.9748977087863375,-3.4187267580748264,-1.2893352395120359,-0.7613372865207189,-0.7076717792994571
2.8631690223857618,1.6156763587864207,-0.013670281331908549,-0.5449974737884291,2.766885234814998,-1.9249448273335712,-0.3798472119870788,0.3133296638690391,1.1370693346146334,1.3943459333778039,-1.735069939442478,1.3761499591693962,1.1395202270272249,0.721415668952857,-1.4271800611540324,-1.389161733137672,-0.47847436556148837,1.2894030064601096,-1.9913037421939208,-0.8474050166994235,0.8812873582642695,1.0547771415591987,-0.7675701402497367,-2.863665785451427,-0.7524968509573031,-2.005466078331292,-3.052977695036035,1.1771892577251775,-0.08330395918258138,-1.1394308070641346
3.1424840771085076,1.565393796459773,-0.5453175342428225,-0.5979040914894471,0.5606484869985825,1.1118585813564013,0.11733394880670539,0.2705767383201967,0.14128953906131758,0.5647569242162724,-1.2290334301565444,1.8062060413382166,0.7283699043415989,-0.5773129508038376,-2.487186107503066,-2.240678753530278,-0.7717206720153756,0.04601432488551695,-0.10874249508427465,-1.698647782170311,1.188313769283453,0.47425307866538435,0.6670607527235315,-0.9547857341758281,-3.9024371210296853,-1.4358038961138917,-2.5774994044442114,-0.700905012457077,-0.10919140642669745,-1.2367248128345958
-2.77718911357742,-0.5448123383016279,1.3659713744223185,1.4716759422514145,-1.1163882532840241,-1.467068220575999,0.06571634119419989,-1.1206998501441725,-0.7733549577649086,-0.39866153288710077,0.111119319057434,-1.1329984548161502,0.24707343827518397,1.2249037763084076,2.2430353165140917,2.5033142254906986,0.3590468796414583,0.36382721034427007,-0.766308715340317,1.3889663161176071,-0.9325186850863229,-0.7442490657430952,-2.269732606215713,2.1210040222830946,3.7338540543929155,1.3316235517504504,2.494645053892016,0.40246505117978526,0.2197510875774839,0.6842351739133377
0.6755890706806382,0.167478529417052,-0.35646174465499497,0.8418946938459261,0.5611533356327201,-1.3733574164574442,0.5514241746869082,-0.17948266619386588,1.087582682834477,0.44959386250134964,-0.7510674863195275,-0.06841102980010322,0.17964947245306145,-0.07383079773956325,0.44683477174639796,0.5236032640319754,0.4426921881606371,0.04718232011596202,-0.6367132550480046,-1.117711912756451,-0.3719062199165749,-0.04510229131934007,0.22861879158345189,-0.9800139486661431,0.7506714338311309,-0.6819676627353377,-1.1569834297368533,0.4764618078194575,-0.21487844514081658,-1.4566843078482115
1.1084574640510043,1.1140980323234844,0.3557679737877004,0.9993853325567527,0.35669500118112474,-2.9046019048673535,-0.1554194922556952,-0.06281483819347534,0.7858107597972155,0.30614948134244013,-1.3119167468082935,0.5612219861131312,1.2257466530637016,0.396263502452939,0.9391806191652385,-1.1516900082991461,0.21570507516271736,0.8392638539454094,-1.5515181864891254,0.29016635611868585,-0.9040793793747602,0.11134014905542819,-1.261607978299688,-2.138149856387753,1.4262324259562043,-1.5979566174375566,-0.7047428679033928,1.1568767947687202,0.2958459099536396,-0.8694312763446713
-1.6797751470363316,-1.040504212779238,-0.6046230654264445,-3.322897267449178,-2.3924546871658228,7.469556712976802,0.24814416567482278,0.006005064593296305,-0.12465396167688927,-0.7699516372350605,2.748526002628966,0.07871656828549822,-3.405850412551421,-2.192742226626838,-3.7233819929288305,-0.6090546101186302,-2.278053970567591,-1.2533723194608761,3.7661808374346744,-2.3669211471312948,0.009260247425389334,-0.42930405068084204,5.556944182472589,3.4080386869812354,-5.451256706457367,3.424796432009012,-0.07315405537414202,-4.178521631885561,-1.0746890639347693,2.7615660917586475
-3.4060835741026887,-1.6191082315743068,-0.4450761813715845,-2.415315104224574,-1.7139851005703053,7.520229988334967,0.019773239984656132,-0.035514318121842164,-0.3210136050343059,-1.6803918358586882,2.1847394360191044,-0.9684589131101863,-1.950920669180219,-2.364315506295428,-1.566224416266875,0.30395730947715394,-1.3853257403940855,-1.0542376891281844,3.970964251192583,-0.8528866257240937,-0.08093570727545502,-0.5121992399381935,4.085984641335511,4.03004224022907,-5.667766390038576,3.630005207786744,1.0296643846128972,-3.372773882036059,-1.3809896823844199,3.159478812669214
-3.995808230604591,-3.8715502496073544,0.4351139661612182,-0.5462680303623096,-2.8376194958835623,5.325192896367739,0.3365183412143785,-1.287450538740261,-0.8217845724454398,-1.3235510213488864,3.506111003285457,-2.3605486947212437,-2.564201535053957,-2.2599904532096895,-0.21230095690402562,2.0556600869286794,-0.13840399338285264,-0.5521697866341267,3.7194862539213953,-0.5082762635521173,-0.2917086182846028,-1.4445777876393247,2.813949557093872,4.457007516784906,-1.1069602652339057,4.418671418614889,3.022981130400814,-1.0888735346771363,-1.1760957491447592,2.8763144320279137
