Feature1,Feature2,Feature3,Feature4,Feature5
0.21305429494039274,1.1333534245500663,-0.46170255221052625,-0.6605756266545422,-0.007965077332305004
-0.7726436180677607,1.8450040230520026,0.8333650045794818,-2.0287773072179207,1.8226220152414432
2.0183402284832175,-2.1070456583966943,0.6231034851895976,0.7641088804902063,-1.6605836703089727
0.304722858745454,0.6583039968933715,0.1499286221971332,-2.8762452838688004,0.6226803951327489
1.6200826758215783,-2.759131928986246,1.7203668741180982,-1.0182250826915569,0.20834719108303298
-0.20827143386893598,0.3512362612841124,1.597519484044651,-2.0047423372297652,0.4095077882593603
0.18047789429887912,-1.1393432692203247,-0.0676665562652416,0.41107937982014786,-0.8476929042538165
1.070126774178257,-1.3847275969943833,0.9399952622511505,-1.5437939208947622,0.22691958875275292
0.3120870280600545,0.5218667953370257,0.3768248528602657,-0.3981179025636711,0.7956671498365699
0.34357989780423104,0.2241637585303347,-0.3005552597052102,0.37266433491744044,0.9231456268215865
-0.7662244546258494,1.7848340327371486,0.3463189262487141,-1.4414220768737456,1.308988266262914
-0.2436951326469251,-0.10551728898747882,1.342357913403918,-0.4669793878539102,0.10250767005371061
0.5811678859900661,1.2959012170516462,0.8453516286202862,-2.0752371055047796,1.524510707342571
1.5139809180157364,-1.5584298100364864,2.857946174209357,-1.3817116477609759,-0.3276140974525816
0.5434347220678726,0.8188460671462064,-2.7317563337342543,2.523342837748428,-1.2886456766258423
-0.6920365530118888,0.010166600578212837,-0.02907933815967223,0.05920683379008587,0.060392964026945634
0.5107174984200187,-1.2701260050065875,-0.6894654402538252,0.19978918934247353,0.25274248762496854
-0.9120434149919255,-0.012738685317106757,-1.219179392298017,2.5602573156212927,-0.2943950410037943
-0.061361615350890464,-1.3329631146778753,-2.3380239378160725,2.32025379963193,-0.6807075549084031
0.059215152532919424,0.4442617270577319,0.6687366389965745,-1.7471210260379175,1.3078267005082307
-1.1980095304243605,0.1812738458210832,0.6823460988307757,-2.411060590509448,0.6946877220392261
-1.0487579289167364,0.35251339737121584,-1.7612294335642098,0.9251866638094625,-0.5990508240054123
0.9203753103971388,0.44694768140235586,3.102186579557337,-2.6035708714532784,1.5591254856053596
-1.2706377945459395,0.6025222335814719,-3.035834393978078,1.790808373848435,-0.8954916781116155
-0.07552339974967727,-2.0600905837019448,-3.526168914597549,5.103770322179032,-2.8849710940654387
-0.37857697828171116,0.008137485263940397,1.038615148702815,-0.2178657994330224,-0.2644232449945324
0.8006465974400586,-0.9126605679714076,1.2918472356136792,-1.5661873205914518,0.6104825503425785
-0.9038354729010323,2.6756182927547356,0.6732742487544175,-2.5991337080186785,3.553491780415339
-0.28502144360606296,-0.3559637881988562,-0.27063057157727166,-0.6618498693002686,-0.11263175920656532
0.802175475094265,-2.0687654944209095,1.4211638311509038,0.7219541562083802,-0.8341054095024939
1.3626276123577226,-1.8559450993424267,2.935923836139105,-2.0415692515726227,-0.03507151897689276
-0.9465781268592268,1.4936806832877874,-0.8980014162517044,-0.23147458088715722,0.8271498442033113
0.6456448238662706,-0.22020091081730134,1.6542192563915776,-1.3413585586243815,0.2926328160535649
0.7058379566799503,0.1535990307533427,1.690783833275298,-2.7296296070229484,1.8294646861438237
