Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7
0.34141390544147404,0.9526647532934327,-1.1478113522649915,-0.06110139050804786,-0.5698104850759202,0.5703113449041672,0.3433870753715572
0.3977494703494746,0.5512545538645307,-3.1909899303890192,-1.2125962047797643,0.03336019286450723,1.5228138618121863,-0.48027792196258323
-1.0725199558487453,-2.056459044202092,3.3244216089294207,0.4919438935718628,1.9334156268024532,-1.5258224866972083,-1.3677652405463023
0.0728008708588322,0.15050483346339485,-1.9828135478351403,-0.5823434458263079,-0.036144905209513356,1.1520978653912088,0.5196527363451873
-0.8326157759562204,-0.8499939905421303,2.617006713307826,1.355679087577175,1.3912103753475178,-0.6295856929659989,-1.2035780985848987
0.09836049438075241,0.4522933734695995,0.5997387368117939,0.2258047109925188,-0.5576125096557343,-0.6242685578106995,1.2061258790289417
0.20023619807232357,1.3718503955960906,-0.525322217891276,0.11378168960475754,-1.0128538388519654,0.33100706306648076,1.187831698802033
0.734317539746998,-0.032181386116521604,-1.8053445041664142,-0.777962345132067,0.7053287323844337,1.6319596867036663,-0.7789763588660825
0.16277339343131966,0.6911600255615351,-3.0988392562934277,-1.9732986539216546,-0.8553175832242439,1.413677143428227,0.5436548518361334
0.9895101616917615,1.0696475063587525,0.3544243334233977,-0.5349333258730538,-1.0641755526767536,0.007745525330359049,0.19922391016595192
-0.7289111609933568,-0.3467742605066927,-0.5880306638207503,-1.0454111620322655,0.67554954861549,0.14988112413603638,0.3752661650669865
-0.2595043092235002,-1.432734249174397,1.6429709602600497,1.2831424583834123,1.1202593601097466,-1.3071479774653492,-0.9777132789367194
1.0036811774976926,1.1019450619068978,1.542082840858286,0.9494644089822244,-1.2658607876480137,-0.47635299934773256,0.7815873989125721
-0.14297232949808772,-0.27984118619235016,4.0086186032105084,1.2012870104139575,0.02208239984115054,-2.0049254145193407,0.5179613835021111
0.033932412660888915,0.30788557603457023,4.3044388164772736,2.214493038203783,1.4971458799223551,-2.5305054468593897,-1.2399093463123585
0.5188410068255858,0.14896345603690322,-1.9011074925880338,-0.44730227786684224,0.05516942079609645,1.5374302759533824,0.5026331453876363
-0.9801634000621207,-2.900257487727533,3.6213521247613105,1.1707538172151604,3.209724807797301,-3.2676643341309948,-1.7656645465592344
0.5583940391085697,0.39947158058661536,-2.1100430266045436,-0.7246175450149902,0.7040326743749808,1.17738711472214,0.009830643876351741
1.901834952090037,2.577264038199601,0.8666387281525296,0.08065037395749697,-1.8455846029078367,0.2447437940582259,1.446343910620516
-0.13449490282717977,0.6832998706311914,-2.007762958509284,-0.7207937230899619,-0.5108348127587913,0.7624476292942202,0.1558684332147554
0.2240642417678465,-0.7593263721703591,-1.613543690599204,-0.1210800290756271,-0.3630628239449375,1.9204161199521186,-0.2534182555154297
0.26013465640352357,-1.2153737747712683,-1.2039049167784905,-1.1309442643392416,1.3898048390934927,0.6970991148044514,0.4919839231477494
0.6026647537525819,0.3027808138499572,-1.4761700059238043,-0.9423309033084659,-0.6988657507288962,1.714323379588278,1.3903097142846979
0.3859546021596749,0.6344120250316019,-2.544551022552386,0.0650059569094028,-1.1722358040363818,0.7478222320235546,0.19648295807289695
-0.36878423096177937,1.2750139111751426,-1.9434402224420724,-1.0300654352973049,-0.6011676142669056,1.5008556597908278,0.5484716367167948
-0.715537068562663,-1.207945903424518,4.800219398343966,0.8647315900680365,0.8020628333026207,-1.3656586964858273,-1.0144296388867096
0.22028932559967015,-0.6107095980114872,-0.492438438411097,-0.11998216972171402,0.5688293948270107,0.08365094197986965,-0.7515460806037919
0.6026650345546238,0.4454548012066299,-0.8192069337083551,-1.0234718697689884,0.09596225272943376,0.45195989169889184,0.041260969609521116
0.6419715747426664,-1.1002814044000033,-3.1241952252911784,-1.0724904605364562,0.2277566918464226,1.062249190840617,-0.6244419750060765
0.2755640562615256,0.5063787447082837,0.14511629674540105,0.49262750529950267,-0.8642212212788946,0.022536026568910822,0.4842288342508398
0.6349989955453432,2.1834024112983,1.4542406581122438,0.49709878345935765,-2.0660750994312265,-0.7111464120014256,1.24043739716665
-0.8653367216131647,-0.9630072373668419,1.4082458799865116,0.5009976957958182,0.6703199638990776,-0.12216081658224098,-0.7791649121870721
-0.3690579422732232,-0.523186779270205,2.383139163890844,0.8826486490642953,1.6829451471189998,-0.9056475535058081,-0.7935555584884637
-0.2966735544546659,0.8284278482156859,2.425295679748714,1.2475407877125118,-0.5133198603340674,-0.2733766024166311,0.1444116946408221
-0.20296752298126763,2.282944695761079,-4.203415540606416,-1.6059811504858976,-1.98562668505684,1.4372304402989156,1.7354488354209736
0.3851002803745342,1.4253191793815518,0.46038712333215975,0.6794431729965593,-1.3626355661886942,0.20443682673776142,0.4652906299698256
0.7161854488623474,1.5597715772426004,2.2920705751386863,0.6662713753044104,-0.6688677171227501,-0.7339533017184784,0.4698690767678211
1.038019851618747,0.1374232260242148,0.3226123210421902,0.5876206488209672,-0.9297284985992609,0.23415783430734421,0.6055403479627586
0.1596734418538219,-0.21138352929491608,-2.130976872682696,-1.1783128541784729,-0.07078707151533595,0.8749566206849247,-0.35690499994633507
0.6650089550841237,0.5974853180610109,1.1061715564783419,-0.66318307723569,0.19854568447325066,-1.4397237859071668,-1.4988294219244325
